id,name_de,name_en,name_botanical,category_primary,category_secondary,tags,plant_family,water_needs,light_needs,soil_type,ph_min,ph_max,height_min_cm,height_max_cm,spacing_cm,container_suitable,indoor_suitable,difficulty_level,sowing_months,sowing_method,planting_months,harvest_months,perennial,days_to_germination_min,days_to_germination_max,days_to_harvest_min,days_to_harvest_max,good_neighbors,bad_neighbors,companion_score,watering_instructions,fertilizing_instructions,pruning_instructions,pest_control,special_care
cauliflower_01,Blumenkohl,Cauliflower,Brassica oleracea var. botrytis,brassicas,flower_vegetables,"container_suitable,vitamin_rich,cool_season",Brassicaceae,medium,full_sun,loamy,6.0,7.0,60,80,60,TRUE,FALSE,4,"3,4,5,7,8",indoor,"4,5,6,8,9","6,7,8,10,11",FALSE,5,10,70,100,"beetroot_01,lettuce_01,spinach_01,onion_01,carrot_01,potato_01,dill_01","strawberry_01,tomato_01,bean_01",6,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Nicht erforderlich. Blätter über dem Kopf zusammenbinden, um ihn vor Sonne zu schützen und weiß zu halten.","Auf Kohlweißling, Erdflöhe und Kohlhernie achten. Kulturschutznetze können helfen.","Ernten, wenn der Kopf fest ist, aber bevor sich die Röschen trennen. Blätter über dem Kopf zusammenbinden, um ihn vor Sonne zu schützen und weiß zu halten."
kale_01,Grünkohl,Kale,Brassica oleracea var. sabellica,brassicas,leafy_vegetables,"beginner_friendly,winter_hardy,vitamin_rich",Brassicaceae,medium,full_sun,loamy,6.0,7.0,60,90,40,TRUE,FALSE,2,"5,6,7",indoor,"6,7,8","9,10,11,12,1,2",FALSE,5,10,60,90,"beetroot_01,lettuce_01,spinach_01,onion_01,carrot_01,potato_01,dill_01","strawberry_01,tomato_01,bean_01",8,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Nicht erforderlich. Untere Blätter bei Bedarf entfernen.","Auf Kohlweißling, Erdflöhe und Kohlhernie achten. Kulturschutznetze können helfen.","Sehr frosthart, Geschmack verbessert sich nach Frost. Kontinuierlich äußere Blätter ernten oder ganze Pflanze. Gut für Winterernte."
brussels_sprouts_01,Rosenkohl,Brussels Sprouts,Brassica oleracea var. gemmifera,brassicas,bud_vegetables,"winter_hardy,vitamin_rich,long_season",Brassicaceae,medium,full_sun,loamy,6.0,7.0,60,100,60,TRUE,FALSE,3,"4,5,6",indoor,"5,6,7","10,11,12,1,2",FALSE,5,10,120,180,"beetroot_01,lettuce_01,spinach_01,onion_01,carrot_01,potato_01,dill_01","strawberry_01,tomato_01,bean_01",6,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Spitze im Spätsommer kappen, um die Bildung der Röschen zu fördern. Untere Blätter entfernen, wenn die Röschen wachsen.","Auf Kohlweißling, Erdflöhe und Kohlhernie achten. Kulturschutznetze können helfen.","Lange Kulturzeit. Sehr frosthart, Geschmack verbessert sich nach Frost. Von unten nach oben ernten, wenn die Röschen fest sind."
fennel_01,Fenchel,Fennel,Foeniculum vulgare,umbellifers,bulb_vegetables,"container_suitable,aromatic,medicinal",Apiaceae,medium,full_sun,loamy,6.0,7.0,60,150,30,TRUE,FALSE,3,"4,5,6,7",outdoor,"5,6,7,8","7,8,9,10",FALSE,10,14,80,100,"dill_01,mint_01,chamomile_01","tomato_01,bean_01,pea_01,carrot_01,cucumber_01",4,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Zu viel Stickstoff führt zu üppigem Blattwuchs auf Kosten der Knollenbildung.","Nicht erforderlich.","Relativ unempfindlich gegen Schädlinge. Auf Blattläuse achten.","Knollenfenchel ernten, wenn die Knolle etwa faustgroß ist. Bei zu später Ernte wird er holzig. Nicht mit vielen anderen Gemüsen kompatibel."
celery_01,Sellerie,Celery,Apium graveolens,umbellifers,stem_vegetables,"vitamin_rich,aromatic,long_season",Apiaceae,high,partial_shade,loamy,6.0,7.0,30,60,30,TRUE,FALSE,4,"2,3,4",indoor,"5,6","9,10,11",FALSE,14,21,120,180,"cabbage_01,leek_01,tomato_01,bean_01,cucumber_01","potato_01,corn_01,lettuce_01",6,"Regelmäßig und reichlich gießen. Sellerie benötigt viel Wasser, besonders in Trockenperioden.","Regelmäßig düngen. Vor der Pflanzung gut mit Kompost versorgen und während der Wachstumsphase alle 3-4 Wochen nachdüngen.","Nicht erforderlich. Bei Staudensellerie äußere Stängel ernten, innere weiterwachsen lassen.","Auf Selleriefliege und Septoria-Blattflecken achten. Kulturschutznetze können helfen.","Lange Kulturzeit. Knollensellerie ernten, wenn die Knolle etwa 10-15 cm Durchmesser hat. Frostempfindlich, vor starkem Frost ernten."
asparagus_01,Spargel,Asparagus,Asparagus officinalis,perennial_vegetables,stem_vegetables,"perennial,gourmet,long_term",Asparagaceae,medium,full_sun,sandy_loam,6.0,7.0,100,150,40,FALSE,FALSE,5,"3,4",indoor,"4,5","4,5,6",TRUE,14,21,365,1095,"tomato_01,parsley_01,basil_01,strawberry_01,lettuce_01","onion_01,garlic_01,leek_01,potato_01",7,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Im Frühjahr und nach der Ernte gut düngen. Kompost oder speziellen Spargeldünger verwenden.","Nach der Ernte Laub wachsen lassen. Im Spätherbst, wenn das Laub gelb wird, bodennah abschneiden.","Relativ unempfindlich gegen Schädlinge. Auf Spargelfliege und Spargelhähnchen achten.","Mehrjährig, Ernte erst ab dem dritten Jahr. Weißer Spargel muss angehäufelt werden, grüner nicht. Lange Standzeit von 8-10 Jahren."
rhubarb_01,Rhabarber,Rhubarb,Rheum rhabarbarum,perennial_vegetables,stem_vegetables,"perennial,beginner_friendly,vitamin_rich",Polygonaceae,medium,partial_shade,loamy,6.0,7.0,60,100,100,FALSE,FALSE,1,"3,4",outdoor,"3,4","4,5,6",TRUE,14,21,365,730,"strawberry_01,garlic_01,onion_01,lettuce_01,spinach_01","cucumber_01,tomato_01,potato_01",8,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Im Frühjahr und nach der Ernte gut düngen. Kompost oder organischen Dünger verwenden.","Blütenstände entfernen. Nach der Ernte Laub stehen lassen.","Relativ unempfindlich gegen Schädlinge.","Mehrjährig, Ernte erst ab dem zweiten Jahr. Nur die Stiele ernten, Blätter sind giftig. Nicht nach Ende Juni ernten, damit die Pflanze Kraft für das nächste Jahr sammeln kann."
potato_01,Kartoffel,Potato,Solanum tuberosum,root_vegetables,nightshade,"beginner_friendly,storage_vegetable,staple_food",Solanaceae,medium,full_sun,loamy,5.5,6.5,40,60,30,TRUE,FALSE,2,"3,4,5",outdoor,"4,5","7,8,9,10",FALSE,14,21,90,120,"corn_01,cabbage_01,spinach_01,horseradish_01,marigold_01","tomato_01,cucumber_01,zucchini_01,pumpkin_01,sunflower_01",7,"Regelmäßig gießen, besonders während der Knollenbildung. Staunässe vermeiden.","Mäßig düngen. Zu viel Stickstoff führt zu üppigem Blattwuchs auf Kosten der Knollenbildung.","Nicht erforderlich. Während des Wachstums mehrmals anhäufeln, um die Knollenbildung zu fördern und Ergrünen zu verhindern.","Auf Kartoffelkäfer und Kraut- und Knollenfäule achten. Vorbeugend mit Kupferpräparaten behandeln.","Vorgekeimte Kartoffeln pflanzen. Ernten, wenn das Kraut abgestorben ist. Für Frühkartoffeln frühe Sorten wählen und ernten, wenn die Pflanzen noch grün sind."
sweet_potato_01,Süßkartoffel,Sweet Potato,Ipomoea batatas,root_vegetables,morning_glory,"container_suitable,vitamin_rich,warm_season",Convolvulaceae,medium,full_sun,sandy_loam,5.5,6.5,30,100,40,TRUE,FALSE,3,"4,5",indoor,"5,6","9,10",FALSE,7,14,120,150,"bean_01,spinach_01,lettuce_01,marigold_01,nasturtium_01","potato_01,tomato_01,cucumber_01,squash_01",6,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Sparsam düngen. Zu viel Stickstoff führt zu üppigem Blattwuchs auf Kosten der Knollenbildung.","Nicht erforderlich. Ranken können bei Bedarf eingekürzt werden.","Relativ unempfindlich gegen Schädlinge. Auf Schnecken und Wühlmäuse achten.","Wärmeliebend, erst nach den Eisheiligen pflanzen. Ernten vor dem ersten Frost. Knollen nach der Ernte 1-2 Wochen bei 25-30°C nachreifen lassen."
corn_01,Mais,Corn,Zea mays,grains,cereal,"beginner_friendly,container_suitable,warm_season",Poaceae,medium,full_sun,loamy,6.0,7.0,150,250,30,TRUE,FALSE,3,"5,6",outdoor,"5,6","8,9",FALSE,5,10,70,100,"bean_01,cucumber_01,pumpkin_01,zucchini_01,pea_01","tomato_01,celery_01,fennel_01",7,"Regelmäßig gießen, besonders während der Blüte und Kolbenbildung. Staunässe vermeiden.","Regelmäßig düngen. Mais ist ein Starkzehrer. Vor der Pflanzung gut mit Kompost versorgen und während der Wachstumsphase nachdüngen.","Nicht erforderlich. Bei Bedarf Seitentriebe entfernen, um die Hauptkolbenbildung zu fördern.","Relativ unempfindlich gegen Schädlinge. Auf Maiszünsler achten.","In Blöcken pflanzen, nicht in Reihen, für bessere Bestäubung. Ernten, wenn die Körner prall und die Narbenfäden braun sind. Fingernagel-Test: Milchiger Saft zeigt optimale Reife."
pumpkin_01,Kürbis,Pumpkin,Cucurbita maxima,fruit_vegetables,cucurbits,"beginner_friendly,storage_vegetable,high_yield",Cucurbitaceae,high,full_sun,rich_loamy,6.0,7.0,30,100,100,FALSE,FALSE,2,"4,5",indoor,"5,6","9,10",FALSE,5,10,90,120,"corn_01,bean_01,nasturtium_01,marigold_01,sunflower_01","potato_01,tomato_01,radish_01,fennel_01",7,"Regelmäßig und reichlich gießen, besonders während der Fruchtbildung. Staunässe vermeiden.","Vor der Pflanzung gut mit Kompost versorgen. Während der Wachstumsphase alle 3-4 Wochen mit organischem Dünger nachdüngen.","Bei Platzmangel Ranken einkürzen. Nach Bildung von 2-3 Früchten pro Pflanze weitere Fruchtansätze entfernen.","Auf Mehltau und Schnecken achten. Vorbeugend mit Schachtelhalmbrühe spritzen.","Viel Platz benötigend. Früchte auf Stroh oder Brettern lagern, um Fäulnis zu vermeiden. Ernten, wenn die Schale hart ist und der Stiel zu verkorken beginnt."
sunflower_01,Sonnenblume,Sunflower,Helianthus annuus,flowers,edible_flowers,"beginner_friendly,container_suitable,beneficial_insects",Asteraceae,medium,full_sun,loamy,6.0,7.5,100,300,40,TRUE,FALSE,1,"4,5",outdoor,"5,6","8,9,10",FALSE,7,14,80,120,"cucumber_01,corn_01,lettuce_01,bean_01,pea_01","potato_01,fennel_01",7,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Nicht erforderlich. Bei sehr hohen Sorten eventuell Stütze anbieten.","Relativ unempfindlich gegen Schädlinge. Auf Vögel achten, eventuell Blütenkörbe mit Netzen schützen.","Ernten, wenn die Rückseite des Blütenkopfes gelb wird und die Samen sich leicht lösen. Vögel lieben die Samen, daher rechtzeitig ernten oder bewusst als Vogelfutter stehen lassen."
nasturtium_01,Kapuzinerkresse,Nasturtium,Tropaeolum majus,flowers,edible_flowers,"beginner_friendly,container_suitable,pest_repellent",Tropaeolaceae,medium,full_sun,sandy,6.0,7.0,30,200,30,TRUE,TRUE,1,"4,5",outdoor,"5,6","6,7,8,9,10",FALSE,10,14,40,60,"tomato_01,cucumber_01,zucchini_01,pumpkin_01,apple_01","cabbage_01,cauliflower_01,broccoli_01",8,"Mäßig gießen. Zu viel Wasser führt zu üppigem Blattwuchs auf Kosten der Blütenbildung.","Sparsam düngen. Zu viel Dünger führt zu üppigem Blattwuchs auf Kosten der Blütenbildung.","Nicht erforderlich. Ranken können bei Bedarf eingekürzt werden.","Wirkt selbst als natürliches Pestizid. Zieht Blattläuse an und weg von Nutzpflanzen.","Blätter, Blüten und Samenkapseln sind essbar. Pfeffrig-scharfer Geschmack. Selbstaussaat zulassen für nächstes Jahr oder Samen wie Kapern einlegen."
marigold_01,Studentenblume,Marigold,Tagetes patula,flowers,companion_plants,"beginner_friendly,container_suitable,pest_repellent",Asteraceae,medium,full_sun,loamy,6.0,7.0,20,40,20,TRUE,TRUE,1,"3,4,5",indoor,"5,6","6,7,8,9,10",FALSE,5,10,40,60,"tomato_01,cucumber_01,potato_01,strawberry_01,cabbage_01","bean_01,pea_01",9,"Mäßig gießen. Etablierte Pflanzen sind relativ trockenheitstolerant.","Sparsam düngen. Zu viel Dünger führt zu üppigem Blattwuchs auf Kosten der Blütenbildung.","Verblühte Blüten entfernen fördert Neubildung.","Wirkt selbst als natürliches Pestizid. Vertreibt Nematoden und andere Bodenschädlinge.","Zwischen Gemüsepflanzen setzen zur Schädlingsabwehr. Besonders gut gegen Nematoden im Boden. Selbstaussaat zulassen für nächstes Jahr."
chamomile_01,Kamille,Chamomile,Matricaria chamomilla,herbs,medicinal_herbs,"beginner_friendly,container_suitable,medicinal",Asteraceae,low,full_sun,sandy,6.0,7.5,20,60,20,TRUE,TRUE,1,"4,5",outdoor,"5,6","6,7,8",FALSE,7,14,60,90,"onion_01,cabbage_01,wheat_01,cucumber_01,mint_01","fennel_01",7,"Sparsam gießen. Kamille bevorzugt eher trockene Bedingungen und verträgt Trockenheit gut.","Kaum Düngung nötig. Zu viel Dünger führt zu weniger aromatischen Pflanzen.","Nicht erforderlich. Verblühte Blüten entfernen fördert Neubildung.","Relativ unempfindlich gegen Schädlinge.","Blüten ernten, wenn die weißen Blütenblätter waagerecht stehen. Morgens ernten, wenn die ätherischen Öle am konzentriertesten sind. Selbstaussaat zulassen für nächstes Jahr."
lavender_01,Lavendel,Lavender,Lavandula angustifolia,herbs,perennial_herbs,"beginner_friendly,container_suitable,drought_resistant",Lamiaceae,low,full_sun,sandy,6.5,7.5,30,60,40,TRUE,TRUE,2,"3,4,5",indoor,"5,6","7,8",TRUE,14,28,365,730,"rosemary_01,thyme_01,sage_01,strawberry_01,apple_01","mint_01,basil_01",8,"Sparsam gießen. Lavendel bevorzugt trockene Bedingungen und verträgt Trockenheit gut. Staunässe unbedingt vermeiden.","Kaum Düngung nötig. Zu viel Dünger führt zu weniger aromatischen Pflanzen.","Nach der Blüte zurückschneiden, um kompaktes Wachstum zu fördern. Alle 3-4 Jahre stark zurückschneiden zur Verjüngung.","Relativ unempfindlich gegen Schädlinge.","Mehrjährig. Bevorzugt sonnige, trockene Standorte mit durchlässigem Boden. Blüten ernten, wenn sie sich gerade öffnen. Zieht Bienen und andere Bestäuber an."
chervil_01,Kerbel,Chervil,Anthriscus cerefolium,herbs,annual_herbs,"beginner_friendly,container_suitable,shade_tolerant",Apiaceae,medium,partial_shade,loamy,6.0,7.0,20,40,15,TRUE,TRUE,1,"3,4,5,8,9",outdoor,"","5,6,7,9,10,11",FALSE,10,14,40,60,"lettuce_01,radish_01,spinach_01,dill_01,parsley_01","fennel_01",7,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Dünger führt zu weniger aromatischen Pflanzen.","Regelmäßig ernten fördert buschiges Wachstum und verhindert Schossen.","Relativ unempfindlich gegen Schädlinge.","Bevorzugt halbschattige Standorte. Schnell schossend, daher regelmäßig kleine Mengen aussäen für kontinuierliche Ernte. Selbstaussaat zulassen für nächstes Jahr."
coriander_01,Koriander,Coriander,Coriandrum sativum,herbs,annual_herbs,"container_suitable,aromatic,beneficial_insects",Apiaceae,medium,partial_shade,loamy,6.0,7.0,30,60,15,TRUE,TRUE,2,"4,5,6,7,8",outdoor,"","6,7,8,9,10",FALSE,7,14,40,60,"carrot_01,cucumber_01,lettuce_01,spinach_01,onion_01","fennel_01,dill_01",6,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Dünger führt zu weniger aromatischen Pflanzen.","Regelmäßig ernten fördert buschiges Wachstum und verzögert Schossen.","Relativ unempfindlich gegen Schädlinge.","Schnell schossend, daher regelmäßig kleine Mengen aussäen für kontinuierliche Ernte. Blätter und Samen sind verwendbar. Selbstaussaat zulassen für nächstes Jahr."
lovage_01,Liebstöckel,Lovage,Levisticum officinale,herbs,perennial_herbs,"perennial,aromatic,medicinal",Apiaceae,medium,partial_shade,loamy,6.0,7.0,100,200,60,TRUE,FALSE,2,"3,4",both,"4,5","5,6,7,8,9,10",TRUE,14,21,90,120,"strawberry_01,lettuce_01,spinach_01,cabbage_01,potato_01","fennel_01,dill_01",7,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Blütenstände entfernen, wenn keine Selbstaussaat gewünscht ist. Alle 3-4 Jahre teilen und neu pflanzen.","Relativ unempfindlich gegen Schädlinge.","Mehrjährig, sehr langlebig. Starker Wuchs, benötigt Platz. Intensives Aroma, sparsam verwenden. Junge Blätter haben milderes Aroma."
horseradish_01,Meerrettich,Horseradish,Armoracia rusticana,root_vegetables,perennial_herbs,"perennial,invasive,medicinal",Brassicaceae,medium,partial_shade,loamy,6.0,7.0,50,100,50,TRUE,FALSE,2,"3,4",outdoor,"3,4","10,11",TRUE,14,21,180,365,"potato_01,strawberry_01,apple_01,tomato_01,cabbage_01","fennel_01,bean_01,pea_01",7,"Mäßig gießen. Etablierte Pflanzen sind relativ trockenheitstolerant.","Kaum Düngung nötig.","Nicht erforderlich.","Relativ unempfindlich gegen Schädlinge.","Stark wuchernd, daher am besten in Töpfen oder mit Rhizomsperre pflanzen. Wurzeln im Herbst ernten. Beim Ausgraben alle Wurzelreste entfernen, um unkontrollierte Ausbreitung zu vermeiden."
jerusalem_artichoke_01,Topinambur,Jerusalem Artichoke,Helianthus tuberosus,root_vegetables,perennial_vegetables,"perennial,invasive,beginner_friendly",Asteraceae,medium,full_sun,loamy,6.0,7.5,150,300,50,TRUE,FALSE,1,"3,4",outdoor,"3,4","10,11,12,1,2",TRUE,14,21,180,365,"sunflower_01,cucumber_01,zucchini_01,pumpkin_01,corn_01","potato_01,tomato_01,fennel_01",6,"Mäßig gießen. Etablierte Pflanzen sind relativ trockenheitstolerant.","Kaum Düngung nötig.","Nicht erforderlich. Bei sehr hohen Pflanzen eventuell Stütze anbieten.","Relativ unempfindlich gegen Schädlinge.","Stark wuchernd, daher am besten in Töpfen oder mit Rhizomsperre pflanzen. Knollen nach dem ersten Frost ernten, dann sind sie süßer. Beim Ausgraben alle Knollen entfernen, um unkontrollierte Ausbreitung zu vermeiden."
pepper_01,Paprika,Bell Pepper,Capsicum annuum,fruit_vegetables,nightshade,"container_suitable,vitamin_rich,warm_season",Solanaceae,medium,full_sun,loamy,6.0,7.0,40,80,40,TRUE,FALSE,3,"2,3,4",indoor,"5,6","7,8,9,10",FALSE,7,14,70,100,"basil_01,onion_01,carrot_01,spinach_01,marigold_01","fennel_01,cabbage_01,kohlrabi_01",7,"Regelmäßig gießen, aber Staunässe vermeiden. Besonders in Trockenperioden auf gleichmäßige Feuchtigkeit achten.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen und während der Fruchtbildung mit Tomatendünger nachdüngen.","Bei Bedarf aufbinden. Bei starkem Fruchtbehang eventuell stützen.","Auf Blattläuse und Spinnmilben achten. Bei Befall mit Seifenlauge behandeln.","Wärmeliebend, erst nach den Eisheiligen pflanzen. Früchte ernten, wenn sie die gewünschte Größe und Farbe erreicht haben. Grüne Paprika sind unreif, rote, gelbe oder orange sind reif und süßer."
chili_01,Chili,Chili Pepper,Capsicum annuum,fruit_vegetables,nightshade,"container_suitable,spicy,warm_season",Solanaceae,medium,full_sun,loamy,6.0,7.0,30,100,30,TRUE,TRUE,2,"2,3,4",indoor,"5,6","7,8,9,10",FALSE,7,14,70,100,"basil_01,onion_01,carrot_01,spinach_01,marigold_01","fennel_01,cabbage_01,kohlrabi_01",7,"Regelmäßig gießen, aber Staunässe vermeiden. Besonders in Trockenperioden auf gleichmäßige Feuchtigkeit achten.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen und während der Fruchtbildung mit Tomatendünger nachdüngen.","Bei Bedarf aufbinden. Bei starkem Fruchtbehang eventuell stützen.","Auf Blattläuse und Spinnmilben achten. Bei Befall mit Seifenlauge behandeln.","Wärmeliebend, erst nach den Eisheiligen pflanzen. Früchte ernten, wenn sie die gewünschte Größe und Farbe erreicht haben. Je reifer, desto schärfer. Beim Umgang mit scharfen Chilis Handschuhe tragen."
eggplant_01,Aubergine,Eggplant,Solanum melongena,fruit_vegetables,nightshade,"container_suitable,gourmet,warm_season",Solanaceae,medium,full_sun,loamy,6.0,7.0,40,100,50,TRUE,FALSE,4,"2,3,4",indoor,"5,6","7,8,9,10",FALSE,7,14,80,120,"basil_01,thyme_01,marigold_01,nasturtium_01,bean_01","potato_01,fennel_01,cabbage_01",6,"Regelmäßig gießen, aber Staunässe vermeiden. Besonders in Trockenperioden auf gleichmäßige Feuchtigkeit achten.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen und während der Fruchtbildung mit Tomatendünger nachdüngen.","Bei Bedarf aufbinden. Bei starkem Fruchtbehang eventuell stützen.","Auf Blattläuse und Spinnmilben achten. Bei Befall mit Seifenlauge behandeln.","Wärmeliebend, erst nach den Eisheiligen pflanzen. Früchte ernten, wenn sie glänzend sind und bei leichtem Druck nachgeben. Unreife Früchte schmecken bitter."
swiss_chard_01,Mangold,Swiss Chard,Beta vulgaris subsp. vulgaris,leafy_vegetables,beets,"beginner_friendly,container_suitable,vitamin_rich",Amaranthaceae,medium,partial_shade,loamy,6.0,7.0,30,60,30,TRUE,TRUE,1,"4,5,6,7",outdoor,"5,6,7,8","6,7,8,9,10,11",FALSE,7,14,50,70,"onion_01,garlic_01,cabbage_01,lettuce_01,kohlrabi_01","spinach_01,beetroot_01",7,"Regelmäßig gießen, besonders in Trockenperioden. Staunässe vermeiden.","Mäßig düngen. Vor der Pflanzung gut mit Kompost versorgen.","Nicht erforderlich. Äußere Blätter ernten, innere weiterwachsen lassen.","Relativ unempfindlich gegen Schädlinge. Auf Schnecken und Blattläuse achten.","Kontinuierlich äußere Blätter ernten, innere weiterwachsen lassen. Frostverträglich, kann bis in den Winter im Beet bleiben. Stängel und Blätter sind essbar."
arugula_01,Rucola,Arugula,Eruca vesicaria,leafy_vegetables,salad_greens,"beginner_friendly,container_suitable,quick_harvest",Brassicaceae,medium,partial_shade,loamy,6.0,7.0,20,30,10,TRUE,TRUE,1,"3,4,5,8,9",outdoor,"","4,5,6,9,10,11",FALSE,3,7,30,40,"lettuce_01,spinach_01,radish_01,carrot_01,tomato_01","fennel_01",8,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Stickstoff kann zu Nitratanreicherung führen.","Regelmäßig ernten fördert neues Wachstum und verzögert Schossen.","Auf Erdflöhe achten. Kulturschutznetze können helfen.","Schnell schossend, daher regelmäßig kleine Mengen aussäen für kontinuierliche Ernte. Bei Hitze schnell schossend und scharf im Geschmack. Selbstaussaat zulassen für nächstes Jahr."
lamb_lettuce_01,Feldsalat,Lamb's Lettuce,Valerianella locusta,leafy_vegetables,salad_greens,"beginner_friendly,container_suitable,winter_hardy",Caprifoliaceae,medium,partial_shade,loamy,6.0,7.0,15,20,10,TRUE,TRUE,1,"8,9,10",outdoor,"","10,11,12,1,2,3,4",FALSE,10,20,60,90,"lettuce_01,spinach_01,radish_01,carrot_01,onion_01","fennel_01",8,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Stickstoff kann zu Nitratanreicherung führen.","Nicht erforderlich. Ganze Rosetten ernten.","Relativ unempfindlich gegen Schädlinge. Auf Schnecken achten.","Winterhart, ideal für Herbst- und Winteranbau. Ganze Rosetten ernten. Selbstaussaat zulassen für nächstes Jahr."
endive_01,Endivie,Endive,Cichorium endivia,leafy_vegetables,salad_greens,"container_suitable,vitamin_rich,cool_season",Asteraceae,medium,partial_shade,loamy,6.0,7.0,30,40,25,TRUE,TRUE,2,"6,7,8",outdoor,"7,8,9","9,10,11,12",FALSE,5,10,80,100,"lettuce_01,spinach_01,radish_01,carrot_01,onion_01","fennel_01",7,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Stickstoff kann zu Nitratanreicherung führen.","Nicht erforderlich. Für bleiche Herzen Blätter zusammenbinden oder mit Topf abdecken.","Relativ unempfindlich gegen Schädlinge. Auf Schnecken und Blattläuse achten.","Frostverträglich, ideal für Herbstanbau. Für mildere, bleiche Herzen 1-2 Wochen vor der Ernte Blätter zusammenbinden oder mit Topf abdecken."
radicchio_01,Radicchio,Radicchio,Cichorium intybus var. foliosum,leafy_vegetables,salad_greens,"container_suitable,vitamin_rich,cool_season",Asteraceae,medium,partial_shade,loamy,6.0,7.0,20,30,25,TRUE,TRUE,3,"6,7,8",outdoor,"7,8,9","9,10,11,12",FALSE,5,10,80,100,"lettuce_01,spinach_01,radish_01,carrot_01,onion_01","fennel_01",7,"Regelmäßig gießen, aber Staunässe vermeiden.","Sparsam düngen. Zu viel Stickstoff kann zu Nitratanreicherung führen.","Nicht erforderlich.","Relativ unempfindlich gegen Schädlinge. Auf Schnecken und Blattläuse achten.","Frostverträglich, ideal für Herbstanbau. Kälte intensiviert die rote Färbung und mildert die Bitterkeit. Ganze Köpfe ernten."
